,elinor,marianne,edward,jennings,willoughby,dashwood,lucy,brandon,john,ferrars
elinor,0.0,1.626073118654,1.0668053778980748,0.3791377937969011,1.0911831063665731,0.7709499651724104,1.0609570843928333,0.5305629678672006,2.0111931267128385,0.5803494689967772
marianne,1.626073118654,0.0,3.92383685209017,1.587448237372705,0.5620217903160687,1.3841745893962147,7.5933034321247845,1.8828440097869528,3.6601535248655854,4.662606713577261
edward,1.0668053778980748,3.92383685209017,0.0,21.107974553240513,39.441000792262315,24.213616754737593,6.122700375088057,13.025552347749526,16.566128683855577,2.0147095194972664
jennings,0.3791377937969011,1.587448237372705,21.107974553240513,0.0,36.68363176908525,31.51461194513563,19.140707198946735,12.012994246643892,28.38533133446689,14.943899732518158
willoughby,1.0911831063665731,0.5620217903160687,39.441000792262315,36.68363176908525,0.0,20.67829657939119,52.04823392117233,23.931792503241816,17.960526253157614,48.554635985836356
dashwood,0.7709499651724104,1.3841745893962147,24.213616754737593,31.51461194513563,20.67829657939119,0.0,39.52018167640544,9.358569233432195,12.167034899044864,19.34238794477358
lucy,1.0609570843928333,7.5933034321247845,6.122700375088057,19.140707198946735,52.04823392117233,39.52018167640544,0.0,35.524131697711645,78.51213989036414,5.077342841814373
brandon,0.5305629678672006,1.8828440097869528,13.025552347749526,12.012994246643892,23.931792503241816,9.358569233432195,35.524131697711645,0.0,68.8260321496689,25.800333168884105
john,2.0111931267128385,3.6601535248655854,16.566128683855577,28.38533133446689,17.960526253157614,12.167034899044864,78.51213989036414,68.8260321496689,0.0,175.64084435561614
ferrars,0.5803494689967772,4.662606713577261,2.0147095194972664,14.943899732518158,48.554635985836356,19.34238794477358,5.077342841814373,25.800333168884105,175.64084435561614,0.0
