,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.8645833333333333,0.566875,0.5162499999999999,0.596875,0.5523611111111109
EmileZola,0.8645833333333333,1,0.6515625,0.32750000000000035,0.8571875,0.8022222222222203
FyodorDostoyevski,0.566875,0.6515625,1,0.7308333333333336,0.4684375,0.4390625
JaneAusten,0.5162499999999999,0.32750000000000035,0.7308333333333336,1,0.8333333333333341,0.7616666666666667
MarkTwain,0.596875,0.8571875,0.4684375,0.8333333333333341,1,0.4915625
WalterScott,0.5523611111111109,0.8022222222222203,0.4390625,0.7616666666666667,0.4915625,1
