,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.8379166666666679,0.325625,0.6587500000000013,0.74,0.7072222222222228
EmileZola,0.8379166666666679,1,0.638125,0.42291666666666683,0.7834375,0.8337500000000003
FyodorDostoyevski,0.325625,0.638125,1,0.5745833333333319,0.485625,0.4459375
JaneAusten,0.6587500000000013,0.42291666666666683,0.5745833333333319,1,0.802916666666667,0.8991666666666653
MarkTwain,0.74,0.7834375,0.485625,0.802916666666667,1,0.67875
WalterScott,0.7072222222222228,0.8337500000000003,0.4459375,0.8991666666666653,0.67875,1
