,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.8243055555555554,0.37625,0.7245833333333332,0.78,0.6919444444444448
EmileZola,0.8243055555555554,1,0.6434375,0.49875,0.818125,0.8061111111111094
FyodorDostoyevski,0.37625,0.6434375,1,0.5758333333333322,0.506875,0.431875
JaneAusten,0.7245833333333332,0.49875,0.5758333333333322,1,0.8200000000000004,0.7533333333333334
MarkTwain,0.78,0.818125,0.506875,0.8200000000000004,1,0.5521875
WalterScott,0.6919444444444448,0.8061111111111094,0.431875,0.7533333333333334,0.5521875,1
