,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.8247222222222225,0.6396875,0.8333333333333341,0.829375,0.6954166666666672
EmileZola,0.8247222222222225,1,0.69125,0.42208333333333337,0.6975,0.8326388888888887
FyodorDostoyevski,0.6396875,0.69125,1,0.652916666666668,0.484375,0.4475
JaneAusten,0.8333333333333341,0.42208333333333337,0.652916666666668,1,0.662083333333334,0.9016666666666653
MarkTwain,0.829375,0.6975,0.484375,0.662083333333334,1,0.4753125
WalterScott,0.6954166666666672,0.8326388888888887,0.4475,0.9016666666666653,0.4753125,1
