,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.8229166666666665,0.5309375,0.8333333333333341,0.6503125,0.5831944444444442
EmileZola,0.8229166666666665,1,0.695,0.5091666666666668,0.6440625,0.8019444444444426
FyodorDostoyevski,0.5309375,0.695,1,0.6516666666666673,0.4709375,0.5603125
JaneAusten,0.8333333333333341,0.5091666666666668,0.6516666666666673,1,0.6725000000000009,0.8333333333333341
MarkTwain,0.6503125,0.6440625,0.4709375,0.6725000000000009,1,0.416875
WalterScott,0.5831944444444442,0.8019444444444426,0.5603125,0.8333333333333341,0.416875,1
