,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.8262500000000003,0.4996875,0.9166666666666652,0.7828125,0.6065277777777776
EmileZola,0.8262500000000003,1,0.563125,0.2391666666666664,0.7871875,0.805694444444443
FyodorDostoyevski,0.4996875,0.563125,1,0.550833333333333,0.5203125,0.3778125
JaneAusten,0.9166666666666652,0.2391666666666664,0.550833333333333,1,0.6550000000000007,0.7704166666666667
MarkTwain,0.7828125,0.7871875,0.5203125,0.6550000000000007,1,0.7534375
WalterScott,0.6065277777777776,0.805694444444443,0.3778125,0.7704166666666667,0.7534375,1
