,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.5665277777777776,0.3990625,0.9324999999999986,0.6909375,0.4569444444444444
EmileZola,0.5665277777777776,1,0.5659375,0.48624999999999985,0.7425,0.8226388888888883
FyodorDostoyevski,0.3990625,0.5659375,1,0.8733333333333324,0.435625,0.3375
JaneAusten,0.9324999999999986,0.48624999999999985,0.8733333333333324,1,0.7433333333333334,0.9650000000000002
MarkTwain,0.6909375,0.7425,0.435625,0.7433333333333334,1,0.565
WalterScott,0.4569444444444444,0.8226388888888883,0.3375,0.9650000000000002,0.565,1
