,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6159722222222224,0.54875,0.6804166666666677,0.4565625,0.475416666666667
EmileZola,0.6159722222222224,1,0.6853125,0.6600000000000005,0.74125,0.8163888888888883
FyodorDostoyevski,0.54875,0.6853125,1,0.7954166666666669,0.48375,0.668125
JaneAusten,0.6804166666666677,0.6600000000000005,0.7954166666666669,1,0.635833333333334,0.9062499999999994
MarkTwain,0.4565625,0.74125,0.48375,0.635833333333334,1,0.7359375
WalterScott,0.475416666666667,0.8163888888888883,0.668125,0.9062499999999994,0.7359375,1
