,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.658194444444445,0.5403125,0.7154166666666666,0.620625,0.49527777777777815
EmileZola,0.658194444444445,1,0.630625,0.6466666666666673,0.674375,0.8131944444444433
FyodorDostoyevski,0.5403125,0.630625,1,0.7037500000000005,0.4290625,0.516875
JaneAusten,0.7154166666666666,0.6466666666666673,0.7037500000000005,1,0.7829166666666665,0.9112499999999987
MarkTwain,0.620625,0.674375,0.4290625,0.7829166666666665,1,0.6646875
WalterScott,0.49527777777777815,0.8131944444444433,0.516875,0.9112499999999987,0.6646875,1
