,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6687500000000003,0.561875,0.8229166666666672,0.6078125,0.458611111111111
EmileZola,0.6687500000000003,1,0.679375,0.6237500000000008,0.705625,0.8102777777777769
FyodorDostoyevski,0.561875,0.679375,1,0.8229166666666664,0.46125,0.49625
JaneAusten,0.8229166666666672,0.6237500000000008,0.8229166666666664,1,0.6750000000000002,0.96125
MarkTwain,0.6078125,0.705625,0.46125,0.6750000000000002,1,0.535
WalterScott,0.458611111111111,0.8102777777777769,0.49625,0.96125,0.535,1
