,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6625000000000001,0.40625,0.8333333333333341,0.723125,0.5100000000000002
EmileZola,0.6625000000000001,1,0.6028125,0.663750000000001,0.7415625,0.8240277777777772
FyodorDostoyevski,0.40625,0.6028125,1,0.875416666666666,0.43125,0.5671875
JaneAusten,0.8333333333333341,0.663750000000001,0.875416666666666,1,0.75,0.984166666666667
MarkTwain,0.723125,0.7415625,0.43125,0.75,1,0.5659375
WalterScott,0.5100000000000002,0.8240277777777772,0.5671875,0.984166666666667,0.5659375,1
