,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6506944444444446,0.4128125,0.8450000000000005,0.414375,0.46986111111111084
EmileZola,0.6506944444444446,1,0.5309375,0.5120833333333329,0.6715625,0.8094444444444432
FyodorDostoyevski,0.4128125,0.5309375,1,0.806666666666667,0.468125,0.47
JaneAusten,0.8450000000000005,0.5120833333333329,0.806666666666667,1,0.8437499999999999,0.9904166666666664
MarkTwain,0.414375,0.6715625,0.468125,0.8437499999999999,1,0.550625
WalterScott,0.46986111111111084,0.8094444444444432,0.47,0.9904166666666664,0.550625,1
