,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6254166666666667,0.468125,1.0,0.489375,0.46569444444444436
EmileZola,0.6254166666666667,1,0.664375,0.4000000000000002,0.6646875,0.794722222222221
FyodorDostoyevski,0.468125,0.664375,1,0.8099999999999998,0.461875,0.511875
JaneAusten,1.0,0.4000000000000002,0.8099999999999998,1,0.634583333333334,0.8845833333333324
MarkTwain,0.489375,0.6646875,0.461875,0.634583333333334,1,0.478125
WalterScott,0.46569444444444436,0.794722222222221,0.511875,0.8845833333333324,0.478125,1
