,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6362499999999995,0.686875,0.9166666666666652,0.5740625,0.4951388888888888
EmileZola,0.6362499999999995,1,0.5671875,0.7529166666666667,0.6196875,0.79597222222222
FyodorDostoyevski,0.686875,0.5671875,1,0.8175000000000003,0.4534375,0.2253125
JaneAusten,0.9166666666666652,0.7529166666666667,0.8175000000000003,1,0.5674999999999987,0.9824999999999995
MarkTwain,0.5740625,0.6196875,0.4534375,0.5674999999999987,1,0.506875
WalterScott,0.4951388888888888,0.79597222222222,0.2253125,0.9824999999999995,0.506875,1
