,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6511111111111112,0.2975,0.7687500000000002,0.5771875,0.6143055555555554
EmileZola,0.6511111111111112,1,0.6665625,0.48541666666666644,0.7953125,0.7788888888888863
FyodorDostoyevski,0.2975,0.6665625,1,0.8525,0.60375,0.6690625
JaneAusten,0.7687500000000002,0.48541666666666644,0.8525,1,0.7316666666666667,0.9891666666666667
MarkTwain,0.5771875,0.7953125,0.60375,0.7316666666666667,1,0.7453125
WalterScott,0.6143055555555554,0.7788888888888863,0.6690625,0.9891666666666667,0.7453125,1
