,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6561111111111108,0.3221875,0.8150000000000006,0.5009375,0.5624999999999999
EmileZola,0.6561111111111108,1,0.603125,0.5337499999999995,0.809375,0.7779166666666648
FyodorDostoyevski,0.3221875,0.603125,1,0.7950000000000002,0.6009375,0.6171875
JaneAusten,0.8150000000000006,0.5337499999999995,0.7950000000000002,1,0.8275000000000006,0.9708333333333328
MarkTwain,0.5009375,0.809375,0.6009375,0.8275000000000006,1,0.7496875
WalterScott,0.5624999999999999,0.7779166666666648,0.6171875,0.9708333333333328,0.7496875,1
