,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6401388888888887,0.385625,0.8095833333333343,0.4728125,0.6609722222222224
EmileZola,0.6401388888888887,1,0.4853125,0.6179166666666672,0.7303125,0.7891666666666655
FyodorDostoyevski,0.385625,0.4853125,1,0.6333333333333349,0.5728125,0.560625
JaneAusten,0.8095833333333343,0.6179166666666672,0.6333333333333349,1,0.7895833333333339,1.0
MarkTwain,0.4728125,0.7303125,0.5728125,0.7895833333333339,1,0.6771875
WalterScott,0.6609722222222224,0.7891666666666655,0.560625,1.0,0.6771875,1
