,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6568055555555555,0.425625,0.4841666666666666,0.730625,0.6198611111111111
EmileZola,0.6568055555555555,1,0.499375,0.3337500000000004,0.74375,0.7779166666666648
FyodorDostoyevski,0.425625,0.499375,1,0.7733333333333334,0.5090625,0.6740625
JaneAusten,0.4841666666666666,0.3337500000000004,0.7733333333333334,1,0.8333333333333341,0.8941666666666669
MarkTwain,0.730625,0.74375,0.5090625,0.8333333333333341,1,0.7384375
WalterScott,0.6198611111111111,0.7779166666666648,0.6740625,0.8941666666666669,0.7384375,1
