,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.654861111111111,0.3165625,0.5608333333333324,0.72625,0.6854166666666675
EmileZola,0.654861111111111,1,0.6640625,0.8400000000000002,0.8078125,0.782083333333331
FyodorDostoyevski,0.3165625,0.6640625,1,0.7041666666666666,0.513125,0.6140625
JaneAusten,0.5608333333333324,0.8400000000000002,0.7041666666666666,1,0.7575,0.9091666666666656
MarkTwain,0.72625,0.8078125,0.513125,0.7575,1,0.7496875
WalterScott,0.6854166666666675,0.782083333333331,0.6140625,0.9091666666666656,0.7496875,1
