,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6633333333333339,0.2078125,0.5729166666666662,0.8478125,0.5973611111111109
EmileZola,0.6633333333333339,1,0.6690625,0.3637499999999999,0.799375,0.7743055555555536
FyodorDostoyevski,0.2078125,0.6690625,1,0.6458333333333348,0.52,0.6715625
JaneAusten,0.5729166666666662,0.3637499999999999,0.6458333333333348,1,0.809166666666667,0.9754166666666668
MarkTwain,0.8478125,0.799375,0.52,0.809166666666667,1,0.7984375
WalterScott,0.5973611111111109,0.7743055555555536,0.6715625,0.9754166666666668,0.7984375,1
