,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6650000000000005,0.3725,0.7966666666666674,0.729375,0.6475000000000002
EmileZola,0.6650000000000005,1,0.5584375,0.42124999999999985,0.7671875,0.7773611111111098
FyodorDostoyevski,0.3725,0.5584375,1,0.6558333333333342,0.5678125,0.6040625
JaneAusten,0.7966666666666674,0.42124999999999985,0.6558333333333342,1,0.7008333333333334,0.8791666666666663
MarkTwain,0.729375,0.7671875,0.5678125,0.7008333333333334,1,0.6690625
WalterScott,0.6475000000000002,0.7773611111111098,0.6040625,0.8791666666666663,0.6690625,1
