,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.706388888888889,0.369375,0.6183333333333337,0.4790625,0.605
EmileZola,0.706388888888889,1,0.5434375,0.8004166666666669,0.7821875,0.7788888888888877
FyodorDostoyevski,0.369375,0.5434375,1,0.49208333333333315,0.5265625,0.6015625
JaneAusten,0.6183333333333337,0.8004166666666669,0.49208333333333315,1,0.7350000000000001,0.9166666666666652
MarkTwain,0.4790625,0.7821875,0.5265625,0.7350000000000001,1,0.730625
WalterScott,0.605,0.7788888888888877,0.6015625,0.9166666666666652,0.730625,1
