,CharlesDickens,EmileZola,FyodorDostoyevski,JaneAusten,MarkTwain,WalterScott
CharlesDickens,1,0.6526388888888889,0.4725,0.5562499999999989,0.56625,0.6055555555555553
EmileZola,0.6526388888888889,1,0.3471875,0.46083333333333326,0.690625,0.8016666666666648
FyodorDostoyevski,0.4725,0.3471875,1,0.6566666666666682,0.605625,0.58125
JaneAusten,0.5562499999999989,0.46083333333333326,0.6566666666666682,1,0.6233333333333332,0.954583333333333
MarkTwain,0.56625,0.690625,0.605625,0.6233333333333332,1,0.6925
WalterScott,0.6055555555555553,0.8016666666666648,0.58125,0.954583333333333,0.6925,1
